Surgeon:
E1, E2, R1, R2

SC:
0=Resident
1=Expert

Date:
Date of surgical operation, questionnaire filling in three stages, measuring skin conductance level and resting

NS:
0=Without nature's sounds
1=With nature's sounds

Id:
An event containing surgical operation, questionnaire filling in three stages, measuring skin conductance level and resting

S1 -> S6 seconds listened:
S1=Loud birdsong
S2=Gentle birdsong
S3=River
S4=Wind
S5=Rain
S6=Silence

SCL-T1 -> SCL-T120:
Tonic skin conductance level measurement value acquired every 5 sec (5 sec x 120 = 600 sec = 10 min).

Surgeon;SC;Date;NS;Id;S1;S2;S3;S4;S5;S6;SCL-T1;SCL-T2;SCL-T3;SCL-T4;SCL-T5;SCL-T6;SCL-T7;SCL-T8;SCL-T9;SCL-T10;SCL-T11;SCL-T12;SCL-T13;SCL-T14;SCL-T15;SCL-T16;SCL-T17;SCL-T18;SCL-T19;SCL-T20;SCL-T21;SCL-T22;SCL-T23;SCL-T24;SCL-T25;SCL-T26;SCL-T27;SCL-T28;SCL-T29;SCL-T30;SCL-T31;SCL-T32;SCL-T33;SCL-T34;SCL-T35;SCL-T36;SCL-T37;SCL-T38;SCL-T39;SCL-T40;SCL-T41;SCL-T42;SCL-T43;SCL-T44;SCL-T45;SCL-T46;SCL-T47;SCL-T48;SCL-T49;SCL-T50;SCL-T51;SCL-T52;SCL-T53;SCL-T54;SCL-T55;SCL-T56;SCL-T57;SCL-T58;SCL-T59;SCL-T60;SCL-T61;SCL-T62;SCL-T63;SCL-T64;SCL-T65;SCL-T66;SCL-T67;SCL-T68;SCL-T69;SCL-T70;SCL-T71;SCL-T72;SCL-T73;SCL-T74;SCL-T75;SCL-T76;SCL-T77;SCL-T78;SCL-T79;SCL-T80;SCL-T81;SCL-T82;SCL-T83;SCL-T84;SCL-T85;SCL-T86;SCL-T87;SCL-T88;SCL-T89;SCL-T90;SCL-T91;SCL-T92;SCL-T93;SCL-T94;SCL-T95;SCL-T96;SCL-T97;SCL-T98;SCL-T99;SCL-T100;SCL-T101;SCL-T102;SCL-T103;SCL-T104;SCL-T105;SCL-T106;SCL-T107;SCL-T108;SCL-T109;SCL-T110;SCL-T111;SCL-T112;SCL-T113;SCL-T114;SCL-T115;SCL-T116;SCL-T117;SCL-T118;SCL-T119;SCL-T120
E1;1;Oct 8;0;1;0;0;0;0;0;600;8.130652109781880000E+00;8.111446168687590000E+00;8.096540239122160000E+00;8.080806732177700000E+00;8.062673144870300000E+00;8.049009111192480000E+00;8.042097091674800000E+00;8.031865225897870000E+00;8.023115793863910000E+00;8.026425043741840000E+00;8.018628226386150000E+00;8.004460864596860000E+00;7.994565963745120000E+00;7.982767952813030000E+00;7.971278296576580000E+00;7.961951361762120000E+00;7.953219943576350000E+00;7.941908306545680000E+00;7.930983437432180000E+00;7.920778062608490000E+00;7.911106745401990000E+00;7.906922234429240000E+00;7.898036109076580000E+00;7.892588509453660000E+00;7.883871926201710000E+00;7.878095838758660000E+00;7.870349884033200000E+00;7.859864764743350000E+00;7.852580812242280000E+00;7.844828499688030000E+00;7.841009563869900000E+00;7.843417061699750000E+00;7.835790846082880000E+00;7.824348873562280000E+00;7.813041475084080000E+00;7.804707421196820000E+00;7.800591786702460000E+00;7.791719436645510000E+00;7.778102027045330000E+00;7.773203319973410000E+00;7.762616475423160000E+00;7.753700680202900000E+00;7.747031317816810000E+00;7.741253111097530000E+00;7.736546198526990000E+00;7.733425564236110000E+00;7.728758917914470000E+00;7.722681893242720000E+00;7.720911237928580000E+00;7.727716233995210000E+00;7.721857494778100000E+00;7.718297110663490000E+00;7.712665134006040000E+00;7.705186208089180000E+00;7.697347005208320000E+00;7.687274085150800000E+00;7.679499520195850000E+00;7.670496834648970000E+00;7.665943569607200000E+00;7.656414243910030000E+00;7.648176617092550000E+00;7.642127143012120000E+00;7.634427812364350000E+00;7.629870308770070000E+00;7.619556850857200000E+00;7.611631817287860000E+00;7.606592178344690000E+00;7.604210111829950000E+00;7.592900594075510000E+00;7.590523825751380000E+00;7.588794496324310000E+00;7.588431040445940000E+00;7.582047780354800000E+00;7.574401431613460000E+00;7.568526797824400000E+00;7.567696041531030000E+00;7.561106152004660000E+00;7.555612987942160000E+00;7.547916836208760000E+00;7.542590035332570000E+00;7.536594602796740000E+00;7.537393569946280000E+00;7.533993191189230000E+00;7.533508936564100000E+00;7.533887227376290000E+00;7.530704074435730000E+00;7.531214820014080000E+00;7.531841066148530000E+00;7.531310187445720000E+00;7.523242102728920000E+00;7.519877751668280000E+00;7.515565024481850000E+00;7.513197792900920000E+00;7.509333292643200000E+00;7.503751118977850000E+00;7.496145036485440000E+00;7.487114800347210000E+00;7.487085130479580000E+00;7.483887142605250000E+00;7.479678259955480000E+00;7.477747599283830000E+00;7.474279403686520000E+00;7.468925052218930000E+00;7.471445931328660000E+00;7.466166814168280000E+00;7.462272644042970000E+00;7.463560104370120000E+00;7.440992991129530000E+00;7.420934041341130000E+00;7.445187038845480000E+00;7.442451053195500000E+00;7.434797286987300000E+00;7.434829076131170000E+00;7.426325480143200000E+00;7.426158057318760000E+00;7.421060138278500000E+00;7.422694100273970000E+00;7.421998977661130000E+00;7.418513827853700000E+00;7.419951756795230000E+00
E2;1;Oct 9;0;2;0;0;0;0;0;600;1.730825106302890000E+01;1.730582449171280000E+01;1.738772922092010000E+01;1.730582873026530000E+01;1.735317230224600000E+01;1.730445967780220000E+01;1.734511693318680000E+01;1.737749205695260000E+01;1.738489256964790000E+01;1.725771162245010000E+01;1.735100428263340000E+01;1.746716287400990000E+01;1.724114735921220000E+01;1.733954747517900000E+01;1.733540429009330000E+01;1.738881746927890000E+01;1.731668048434780000E+01;1.730653868781190000E+01;1.733585781521270000E+01;1.737438943650990000E+01;1.736069467332630000E+01;1.729638311598030000E+01;1.727759997049970000E+01;1.743256674872500000E+01;1.743841595119900000E+01;1.727962493896480000E+01;1.733097500271270000E+01;1.741092893812390000E+01;1.726876364813910000E+01;1.738716231452090000E+01;1.726979573567710000E+01;1.744828224182120000E+01;1.731755786471890000E+01;1.734160953097870000E+01;1.736404736836750000E+01;1.735300593905980000E+01;1.734858089023160000E+01;1.736956808302140000E+01;1.731467247009270000E+01;1.734232902526850000E+01;1.729150560167100000E+01;1.745036231146920000E+01;1.740745650397400000E+01;1.728085199991860000E+01;1.744361771477590000E+01;1.722052256266270000E+01;1.746976958380800000E+01;1.727438502841520000E+01;1.740590943230520000E+01;1.724857436286080000E+01;1.737595452202690000E+01;1.750526110331220000E+01;1.722469541761610000E+01;1.746566772460930000E+01;1.727319399515790000E+01;1.737274699740940000E+01;1.733421113755970000E+01;1.741555531819660000E+01;1.723204188876680000E+01;1.744304762946230000E+01;1.728255801730680000E+01;1.749677870008680000E+01;1.731585608588320000E+01;1.736134423149960000E+01;1.727079709370930000E+01;1.736435360378690000E+01;1.729261292351620000E+01;1.752065552605520000E+01;1.724776162041560000E+01;1.746791945563420000E+01;1.733108732435440000E+01;1.733454916212290000E+01;1.728689405653210000E+01;1.739410082499180000E+01;1.730402310689290000E+01;1.742879973517520000E+01;1.734327210320370000E+01;1.737151251898870000E+01;1.732794655693900000E+01;1.741605228847930000E+01;1.724642435709630000E+01;1.737931251525880000E+01;1.738705317179360000E+01;1.733541276719830000E+01;1.737980524698890000E+01;1.737504217359750000E+01;1.731502744886610000E+01;1.743680318196610000E+01;1.727026621500650000E+01;1.734469943576390000E+01;1.733392609490290000E+01;1.736313713921440000E+01;1.736562093098960000E+01;1.733154402838810000E+01;1.735957675509980000E+01;1.733808835347490000E+01;1.739012294345430000E+01;1.741734716627330000E+01;1.731474558512370000E+01;1.731839285956490000E+01;1.732375462849930000E+01;1.735456572638610000E+01;1.743730968899200000E+01;1.732633272806800000E+01;1.730956183539490000E+01;1.731971846686470000E+01;1.734800020853680000E+01;1.733380529615610000E+01;1.733912785847980000E+01;1.735282474093960000E+01;1.736165258619520000E+01;1.731875949435760000E+01;1.741189320882160000E+01;1.728695021735290000E+01;1.735505527920190000E+01;1.734031995137530000E+01;1.734886063469780000E+01;1.737147967020670000E+01;1.731764793395990000E+01;1.733074718051480000E+01
E2;1;Oct 16;1;3;52;0;0;548;0;0;4.269655015733490000E+00;4.218463897705070000E+00;4.168602625528950000E+00;4.123507605658610000E+00;4.079297383626290000E+00;4.037528567843930000E+00;3.997685114542620000E+00;3.959459728664820000E+00;3.921029832628020000E+00;3.886541790432400000E+00;3.853363460964620000E+00;3.819796244303360000E+00;3.786458969116210000E+00;3.757130304972330000E+00;3.737117979261610000E+00;3.722769419352210000E+00;3.698139190673830000E+00;3.671682145860460000E+00;3.646897210015190000E+00;3.626927269829640000E+00;3.603995641072590000E+00;3.577472898695200000E+00;3.551841311984590000E+00;3.527804480658630000E+00;3.502627478705510000E+00;3.481116824679900000E+00;3.457870483398430000E+00;3.435553444756400000E+00;3.414734734429250000E+00;3.393487930297850000E+00;3.371728261311850000E+00;3.350723054673930000E+00;3.332293828328450000E+00;3.314569261338970000E+00;3.294733895195850000E+00;3.277079264322910000E+00;3.258517583211260000E+00;3.241989347669810000E+00;3.224012586805550000E+00;3.208269543117950000E+00;3.190856509738500000E+00;3.173865212334530000E+00;3.158979415893560000E+00;3.143781026204430000E+00;3.127552668253580000E+00;3.113799624972870000E+00;3.099666171603730000E+00;3.083829879760740000E+00;3.071441650390620000E+00;3.057778676350910000E+00;3.044530020819770000E+00;3.031478457980680000E+00;3.019018173217770000E+00;3.008324305216470000E+00;2.996545367770720000E+00;2.982596291436090000E+00;2.968994776407870000E+00;2.955692079332140000E+00;2.941738764444980000E+00;2.931545045640730000E+00;2.919595506456160000E+00;2.907612058851450000E+00;2.897299660576710000E+00;2.886863284640840000E+00;2.875487009684240000E+00;2.865245607164170000E+00;2.854898240831160000E+00;2.845507727728950000E+00;2.832885318332240000E+00;2.822632259792750000E+00;2.812833786010740000E+00;2.803067101372610000E+00;2.792205810546870000E+00;2.780988481309680000E+00;2.769846386379670000E+00;2.759879430135090000E+00;2.750030093722870000E+00;2.743412653605140000E+00;2.740013334486220000E+00;2.731246948242180000E+00;2.723810407850480000E+00;2.716791364881730000E+00;2.707044813368050000E+00;2.698108885023330000E+00;2.689159181382920000E+00;2.681898540920680000E+00;2.674509684244790000E+00;2.666606903076170000E+00;2.661301294962560000E+00;2.656325234307180000E+00;2.649170557657880000E+00;2.641978793674050000E+00;2.637340757581920000E+00;2.630623711480030000E+00;2.624288135104710000E+00;2.617494795057510000E+00;2.611413531833220000E+00;2.603864669799800000E+00;2.596156862046980000E+00;2.591970231797960000E+00;2.587040795220270000E+00;2.582776811387800000E+00;2.583169937133780000E+00;2.578781975640190000E+00;2.575801213582360000E+00;2.574638790554470000E+00;2.570276260375970000E+00;2.565343644883900000E+00;2.559325959947370000E+00;2.552103466457790000E+00;2.547018263075080000E+00;2.541021770901150000E+00;2.536067962646480000E+00;2.530022727118590000E+00;2.524937523735890000E+00;2.518861558702260000E+00;2.513440450032550000E+00;2.509092754787870000E+00;2.502801683213970000E+00;2.495825025770400000E+00
E2;1;Oct 17;1;4;0;0;600;0;0;0;3.428340488009980000E+00;3.388430277506510000E+00;3.350671132405600000E+00;3.319402270846890000E+00;3.288822174072270000E+00;3.258404201931420000E+00;3.229284286499020000E+00;3.202428817749020000E+00;3.177589840359150000E+00;3.152794308132600000E+00;3.125273386637370000E+00;3.100411097208660000E+00;3.075281778971350000E+00;3.052211337619350000E+00;3.029778798421220000E+00;3.007652494642470000E+00;2.987309561835390000E+00;2.966952853732640000E+00;2.949656380547420000E+00;2.931678560045030000E+00;2.913066016303170000E+00;2.896445592244460000E+00;2.878811094495980000E+00;2.861653433905700000E+00;2.844561470879450000E+00;2.827499177720810000E+00;2.808423572116420000E+00;2.792744106716580000E+00;2.780551910400390000E+00;2.764093610975480000E+00;2.747596104939780000E+00;2.731614642673060000E+00;2.716425789727100000E+00;2.701384226481120000E+00;2.689126332600910000E+00;2.677680121527770000E+00;2.664637035793730000E+00;2.652025222778320000E+00;2.640610800849060000E+00;2.628270255194770000E+00;2.616875966389970000E+00;2.607951694064670000E+00;2.597345776028100000E+00;2.588844299316400000E+00;2.588600582546660000E+00;2.581610149807400000E+00;2.572462293836800000E+00;2.563738293117950000E+00;2.608842849731440000E+00;2.642390992906360000E+00;2.584714889526360000E+00;2.551682790120440000E+00;2.531941731770830000E+00;2.515757878621420000E+00;2.501844829983180000E+00;2.489754358927410000E+00;2.477204004923500000E+00;2.464893129136830000E+00;2.452952067057290000E+00;2.442362043592660000E+00;2.432670593261710000E+00;2.425521214803060000E+00;2.416043811374240000E+00;2.407225502861870000E+00;2.397847705417210000E+00;2.387515174018010000E+00;2.378126780192050000E+00;2.369789547390410000E+00;2.360555860731330000E+00;2.352439032660590000E+00;2.344316906399200000E+00;2.337202495998810000E+00;2.330321205986870000E+00;2.322782940334740000E+00;2.313111623128250000E+00;2.304225497775600000E+00;2.298124101426860000E+00;2.291863759358720000E+00;2.286603715684680000E+00;2.278127670288080000E+00;2.270327674018010000E+00;2.263034184773760000E+00;2.256820466783310000E+00;2.251277499728730000E+00;2.246175342135960000E+00;2.241930431789820000E+00;2.236494488186310000E+00;2.229837841457790000E+00;2.222828335232200000E+00;2.219032711452910000E+00;2.215757369995110000E+00;2.210294935438370000E+00;2.205622990926110000E+00;2.200887468126080000E+00;2.196481492784290000E+00;2.191180123223200000E+00;2.188380559285480000E+00;2.183332443237300000E+00;2.176815668741860000E+00;2.171235614352750000E+00;2.165793312920460000E+00;2.161016464233390000E+00;2.155135472615560000E+00;2.333370844523110000E+00;2.267266379462340000E+00;2.206249237060540000E+00;2.177870008680550000E+00;2.158570819430880000E+00;2.145593431260850000E+00;2.135570314195420000E+00;2.126300599839950000E+00;2.118605507744680000E+00;2.111803690592450000E+00;2.104654312133780000E+00;2.099385791354710000E+00;2.094655566745330000E+00;2.089206907484260000E+00;2.084204355875650000E+00;2.079468833075630000E+00;2.074110243055550000E+00
E1;1;Oct 18;1;5;0;596;4;0;0;0;1.251772986518010000E+01;1.247269206576870000E+01;1.243293656243220000E+01;1.239247004191080000E+01;1.233956760830350000E+01;1.229868888854980000E+01;1.225346353318950000E+01;1.219837506612140000E+01;1.214373164706760000E+01;1.207404136657710000E+01;1.198966662089030000E+01;1.193313704596620000E+01;1.185162332322860000E+01;1.180139753553600000E+01;1.174598799811470000E+01;1.171144803365070000E+01;1.164529058668350000E+01;1.158119201660150000E+01;1.151594585842560000E+01;1.144895341661240000E+01;1.139097213745110000E+01;1.135545094807940000E+01;1.130800777011440000E+01;1.129341337415900000E+01;1.124670452541770000E+01;1.117892053392200000E+01;1.111662440829800000E+01;1.105810695224330000E+01;1.100014262729220000E+01;1.094218783908420000E+01;1.088754865858290000E+01;1.083531273735890000E+01;1.079013718499080000E+01;1.073757277594670000E+01;1.067812177870010000E+01;1.062768512301970000E+01;1.057874573601620000E+01;1.053315268622500000E+01;1.048138830396860000E+01;1.042220221625430000E+01;1.037435107760960000E+01;1.032745467291930000E+01;1.028089205423990000E+01;1.023625161912700000E+01;1.019746780395500000E+01;1.015899446275500000E+01;1.012659708658850000E+01;1.009567154778370000E+01;1.005649248758950000E+01;1.003547562493220000E+01;1.007286813524030000E+01;1.007697529262970000E+01;1.004060215420190000E+01;1.001255035400390000E+01;9.987062878078880000E+00;9.949428770277220000E+00;9.916483561197890000E+00;9.887454774644620000E+00;9.993883768717420000E+00;1.020731608072910000E+01;1.017828305562340000E+01;1.012965626186790000E+01;1.013594839307990000E+01;1.013159116109210000E+01;1.006738238864470000E+01;1.001227484809020000E+01;9.981264538235130000E+00;9.956764645046650000E+00;9.924203024970130000E+00;9.885721206665030000E+00;9.850088755289690000E+00;9.815479914347310000E+00;9.790125952826580000E+00;9.759604136149060000E+00;9.740568796793590000E+00;9.718371497260170000E+00;9.691257476806600000E+00;9.663221571180530000E+00;9.631222618950730000E+00;9.604555765787730000E+00;9.583181805080830000E+00;9.560759862263980000E+00;9.543196360270160000E+00;9.521551132202110000E+00;9.492998123168940000E+00;9.467020034790000000E+00;9.439963234795460000E+00;9.418248070610880000E+00;9.395757251315610000E+00;9.372757805718310000E+00;9.350939856635170000E+00;9.372980329725460000E+00;9.371142917209170000E+00;9.365502463446690000E+00;9.364049699571380000E+00;9.354319042629660000E+00;9.337203767564540000E+00;9.322637981838650000E+00;9.307601716783300000E+00;9.293855031331370000E+00;9.277760187784810000E+00;9.256427552964930000E+00;9.249024920993350000E+00;9.243568844265400000E+00;9.241853290133970000E+00;9.234085083007780000E+00;9.225299623277440000E+00;9.215325249565960000E+00;9.198200437757680000E+00;9.187188678317570000E+00;9.174869325425870000E+00;9.169146219889300000E+00;9.215335845947260000E+00;9.220275878906250000E+00;9.204687542385520000E+00;9.194466272989880000E+00;9.185996585422060000E+00;9.177523718939860000E+00;9.174388249715160000E+00;9.175638622707790000E+00
R2;0;Nov 12;0;6;0;0;0;0;0;600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R2;0;Nov 14;1;7;0;600;0;0;0;0;6.262194824218600075e+00;6.259752655028719914e+00;6.256177520751879939e+00;6.253717041016160216e+00;6.248120117187379918e+00;6.244482421875320100e+00;6.246704864502240717e+00;6.246704864502460985e+00;6.246540069580340138e+00;6.243842315674400290e+00;6.243138885498299651e+00;6.240002441406739209e+00;6.238206481933859848e+00;6.235670471191180120e+00;6.237390899658239896e+00;6.235172271727718929e+00;6.233180236816401099e+00;6.230880737304439698e+00;6.225281524657939158e+00;6.220944976806660698e+00;6.211080169677400065e+00;6.212181854247800672e+00;6.210649108886280523e+00;6.209181213378739628e+00;6.207754516601220907e+00;6.204312133789280814e+00;6.200137329101680805e+00;6.197614288329919674e+00;6.195873260498460766e+00;6.192745208740659812e+00;6.192477416993120265e+00;6.192466735840740810e+00;6.194447326660740494e+00;6.192951965333040931e+00;6.195812225342161028e+00;6.195420074463259930e+00;6.193775177002420307e+00;6.193225860596180077e+00;6.194388580322900850e+00;6.198373413086139649e+00;6.201349639893200205e+00;6.199342346191520470e+00;6.197574615478360194e+00;6.194058227539719574e+00;6.193200683594319855e+00;6.194989013672340228e+00;6.193775939942500308e+00;6.191144561768160415e+00;6.191341400147300611e+00;6.191735839844459299e+00;6.188429260253739628e+00;6.183581542968139999e+00;6.179533386230920300e+00;6.176835632324279679e+00;6.176869201660100117e+00;6.185281372069860062e+00;6.181285095214960279e+00;6.171365356445579486e+00;6.164202117919639790e+00;6.163331604003200681e+00;6.163964080810299784e+00;6.163668823241960304e+00;6.159864807128479391e+00;6.159175872801999851e+00;6.156336975097559616e+00;6.156302642822479854e+00;6.154896545410279529e+00;6.152933502197500459e+00;6.150209808349079488e+00;6.151905822753939823e+00;6.150906372070179984e+00;6.151979827880579066e+00;6.150867462158420729e+00;6.150189208984000011e+00;6.146528625488499209e+00;6.142617034912760232e+00;6.141146087646900398e+00;6.146124267578759515e+00;6.145023345947740800e+00;6.141949462891259870e+00;6.145291137695941153e+00;6.145969390869540305e+00;6.144921112060860224e+00;6.143328857422700295e+00;6.140530395507980188e+00;6.135851287841320278e+00;6.131175994873579782e+00;6.127241516113238973e+00;6.125800323486259913e+00;6.126532745361080501e+00;6.133943939208699625e+00;6.134875488280739475e+00;6.128009033203120737e+00;6.125069427490199558e+00;6.124105072021740703e+00;6.121281433106321224e+00;6.123665618896899865e+00;6.132065582275520121e+00;6.125238800048539822e+00;6.124913787841960833e+00;6.123733520507739669e+00;6.119963836670700097e+00;6.115825653076200297e+00;6.117387390136959979e+00;6.118971252441760100e+00;6.118811035156799250e+00;6.116822814941779818e+00;6.114340972900159876e+00;6.113362884520939566e+00;6.112555694579659971e+00;6.105216979981220149e+00;6.102760314941499509e+00;6.095242309570159556e+00;6.086795806884460092e+00;6.083489990234240530e+00;6.081492614746399461e+00;6.078421020507700057e+00;6.075971221923860632e+00;6.077883911132799355e+00;6.080311584473020226e+00
R2;0;Nov 15;0;8;0;0;0;0;0;600;9.195705413818560103e+00;9.165561676025179239e+00;9.302162933349979568e+00;9.421887969970899945e+00;9.369856262207139963e+00;9.292340850830319354e+00;9.248768615722580577e+00;9.213677215576440815e+00;9.179201507568441443e+00;9.143939208984940947e+00;9.118464660645020814e+00;9.079425811767560361e+00;9.029281616211280337e+00;9.006409454345739363e+00;8.948059082031221578e+00;8.874930572509740045e+00;8.789823913574400294e+00;8.699229431152559755e+00;8.602827453613279829e+00;8.506827545165780435e+00;8.415173339843841305e+00;8.323424530029400970e+00;8.233193969726778860e+00;8.141449737548839494e+00;8.055893707275419757e+00;7.967005920410219488e+00;7.889350128173919785e+00;7.811877441406199551e+00;7.736387634277360092e+00;7.672139739990159413e+00;7.598194122314599674e+00;7.528481292724680252e+00;7.464857482910559838e+00;7.402129364013659618e+00;7.342429351806900151e+00;7.281184387207280118e+00;7.226661682129179809e+00;7.173581695556761062e+00;7.126499938964760084e+00;7.088280487060319324e+00;7.055452728271560225e+00;7.011742401122980084e+00;6.971897125244160165e+00;6.934037017822260118e+00;6.897932434082099995e+00;6.860528564453140632e+00;6.825670623779819479e+00;6.792028045654880941e+00;6.760725402831800679e+00;6.730591583251740673e+00;6.700020599365219987e+00;6.666185760498139601e+00;6.636052703857520108e+00;6.611279296875180123e+00;6.585556030273600037e+00;6.558766937255859020e+00;6.531621551513800306e+00;6.503430938720399013e+00;6.472235107422040556e+00;6.451083374023959927e+00;6.433467102050980380e+00;6.416486358642419674e+00;6.393899536133080375e+00;6.370388793945619632e+00;6.345369720459021146e+00;6.322410583496140823e+00;6.307849121093320299e+00;6.294631195068880025e+00;6.282122039794660218e+00;6.267507171630558815e+00;6.252371978759879489e+00;6.242498016357640012e+00;6.232818603515619671e+00;6.215805053710599104e+00;6.200332641601320915e+00;6.187351989745960346e+00;6.174003601074460335e+00;6.166777801514260027e+00;6.151055908203239220e+00;6.139392089843520139e+00;6.123218536376859866e+00;6.105763244629939912e+00;6.096316528320219419e+00;6.086315917968479816e+00;6.079514312744219495e+00;6.067045593261778613e+00;6.055500793457960995e+00;6.050591278075980739e+00;6.037219238280799871e+00;6.030796051025699711e+00;6.021562957764460045e+00;6.014013671874599787e+00;6.003937530517900356e+00;5.991600799560560020e+00;5.978711700439780508e+00;5.969995117187700373e+00;5.962493896484300393e+00;5.955492401122819857e+00;5.948315429688419975e+00;5.944491577148139250e+00;5.938831329345439336e+00;5.931557464599440443e+00;5.925720977783739407e+00;5.921103668213059557e+00;5.911677551270179798e+00;5.903065490722619657e+00;5.894394683837439253e+00;5.890560150145240037e+00;5.886606597900859938e+00;5.878782653809059511e+00;5.878016662598140485e+00;5.877598571777700620e+00;5.868934631346819586e+00;5.863597869873880875e+00;5.858912658692120523e+00;5.854220581054820016e+00;5.857015228271179375e+00;5.853130340576400137e+00;5.843556976318199148e+00;5.830818939208720408e+00
E1;1;Nov 19;1;9;591;0;0;4;5;0;8.495162328084300000E+00;8.458532757229270000E+00;8.468683030870210000E+00;8.677010006374780000E+00;8.607953389485670000E+00;8.616178300645600000E+00;8.724300596449090000E+00;8.539503945244680000E+00;8.545551300048820000E+00;8.507113986545110000E+00;8.506025738186300000E+00;8.628764682345890000E+00;9.039115905761710000E+00;8.657403522067570000E+00;8.560975392659490000E+00;8.516905042860220000E+00;8.490126927693670000E+00;8.477998309665220000E+00;8.558944066365550000E+00;8.512781990898970000E+00;8.481255637274820000E+00;8.505360285441060000E+00;8.543235990736200000E+00;8.495329750908740000E+00;8.473247951931420000E+00;8.478465610080260000E+00;8.459021250406880000E+00;8.443511327107740000E+00;8.424018224080390000E+00;8.474725087483710000E+00;8.561093012491840000E+00;8.477656046549450000E+00;8.434264924791110000E+00;8.398660024007150000E+00;8.367373148600230000E+00;8.344901402791330000E+00;8.323799769083630000E+00;8.294921451144710000E+00;8.269018597073020000E+00;8.245621787177160000E+00;8.229059643215600000E+00;8.212189144558370000E+00;8.185601764255060000E+00;8.156151241726340000E+00;8.130674362182610000E+00;8.107396231757240000E+00;8.078798717922630000E+00;8.050853941175650000E+00;8.021094004313130000E+00;7.989411883883970000E+00;7.959000269571910000E+00;7.929744720458950000E+00;7.904503080579950000E+00;7.898654937744100000E+00;7.874081929524730000E+00;7.842647764417840000E+00;7.818190256754530000E+00;7.794949213663710000E+00;7.766629325018960000E+00;7.736556794908290000E+00;7.703471713595890000E+00;7.675491968790670000E+00;7.647178437974700000E+00;7.619833416408960000E+00;7.590762244330480000E+00;7.564486397637250000E+00;7.542881435818140000E+00;7.527389526367150000E+00;7.670910093519400000E+00;7.724577585856090000E+00;7.746518452962230000E+00;7.775055567423480000E+00;7.681847678290440000E+00;7.640068266126820000E+00;7.733518812391470000E+00;7.663744820488820000E+00;7.623257107204860000E+00;7.593127356635170000E+00;7.564037111070400000E+00;7.533995310465470000E+00;7.505026923285560000E+00;7.480560938517230000E+00;7.456851535373230000E+00;7.433270348442920000E+00;7.408931520250090000E+00;7.384755876329190000E+00;7.358943091498450000E+00;7.336280610826260000E+00;7.316605250040660000E+00;7.294527689615860000E+00;7.272631327311170000E+00;7.248278723822670000E+00;7.220411300659170000E+00;7.194914287990990000E+00;7.171122233072890000E+00;7.146800359090160000E+00;7.136574851142010000E+00;7.118327882554780000E+00;7.093108495076480000E+00;7.070931328667530000E+00;7.049083709716760000E+00;7.027852800157320000E+00;7.008871502346460000E+00;6.988414128621410000E+00;6.970232857598190000E+00;6.949487262301940000E+00;6.937146716647640000E+00;6.917864481608050000E+00;6.919062932332340000E+00;6.908892525566940000E+00;6.889689763387030000E+00;6.871373918321380000E+00;6.855004628499340000E+00;6.836867862277530000E+00;6.819606357150570000E+00;6.806134117974170000E+00;6.788956324259420000E+00;6.774435043334960000E+00;6.756867302788620000E+00;6.743210686577680000E+00
